img_ids,height,width
914726,687,800
760270,414,620
224811,640,469
87101,462,640
512687,427,640
77824,640,567
534854,471,640
855804,480,720
663694,490,720
605795,640,419
476639,640,640
664980,451,640
703542,720,484
237202,445,640
108087,549,640
957944,775,397
402200,640,612
619309,640,446
759709,640,640
859739,508,800
742046,487,640
463145,475,640
148473,611,600
949401,800,800
124189,494,640
858808,676,800
141895,476,640
471423,640,439
892919,679,800
471156,480,640
894201,750,496
394024,480,640
319793,426,640
187486,479,640
702208,456,640
710027,640,428
85055,603,640
471062,489,640
95587,640,480
653791,438,720
461342,571,640
396873,480,720
253771,640,480
94519,640,571
832995,435,640
332361,561,600
661289,704,528
951698,532,800
489569,640,529
387878,580,640
66948,480,640
17112,640,480
601822,640,420
26837,480,640
752752,480,720
609804,513,640
813396,427,640
136246,400,640
698880,494,720
57634,526,640
906452,534,800
675841,427,640
666323,720,567
7374,427,640
864259,523,800
196458,640,427
956546,568,800
744791,454,720
899437,677,800
48618,420,640
779465,428,590
837081,632,720
314250,368,640
229663,479,640
457489,442,640
609609,640,640
132023,426,640
320048,480,640
62259,480,640
184019,480,640
879846,630,800
335266,640,594
713737,514,720
852658,796,637
311864,480,640
895450,800,504
165902,640,427
145676,480,618
921044,536,800
772531,720,480
409330,640,427
501465,429,640
177657,566,640
726183,480,720
49733,343,640
607246,445,640
165285,510,640
377446,640,414
935381,528,760
674214,483,630
153846,640,480
824197,689,720
300176,457,580
81911,427,640
389406,640,409
126882,413,550
280776,640,480
638217,399,640
73914,612,469
229282,640,434
103387,528,640
555559,428,640
177391,640,601
151478,480,640
554790,520,640
635274,720,720
348346,640,432
892490,507,800
778584,640,640
830259,480,720
829025,480,640
255400,427,640
731585,640,585
683774,482,720
557054,482,640
479259,464,640
371608,571,460
364980,571,640
678766,640,427
808945,640,640
365778,601,450
795245,469,720
340019,640,567
309649,350,514
935464,536,800
25519,572,640
298346,395,640
377002,629,427
365504,554,415
174624,640,426
439180,562,428
412686,480,640
912051,600,800
574225,429,640
631821,640,538
496096,492,640
847404,541,800
6511,480,640
545596,557,640
58097,457,640
827625,504,640
833256,643,800
954069,800,574
645919,437,640
751556,640,512
677916,720,489
618538,426,640
61782,432,640
641407,480,720
81705,449,543
93521,512,640
78281,480,640
5534,640,427
62407,583,640
96121,401,614
626025,503,640
167417,589,511
171194,640,640
656175,720,720
24116,640,462
67139,619,640
570283,427,640
440403,640,573
126231,640,480
143534,640,446
451762,640,518
266033,640,463
49828,480,640
98670,600,396
676199,720,576
773583,699,720
202911,640,640
904056,640,424
377428,640,427
327703,409,640
392714,483,600
121283,411,640
194071,450,600
4555,640,480
796809,572,720
423053,640,494
59776,507,640
581432,578,640
664254,405,620
396120,720,483
393782,425,640
772566,576,720
663921,540,720
347604,509,600
907697,533,800
106756,226,300
334445,427,640
590480,640,492
855760,800,640
680503,427,640
43985,640,600
308636,640,537
80391,640,363
502785,720,720
106922,422,624
749385,624,720
183189,472,640
263806,640,494
609862,640,457
96986,525,600
927873,800,625
457372,680,453
102953,494,640
20569,545,640
388182,423,624
668971,720,540
919936,603,800
404099,576,720
938275,534,800
850807,800,686
657240,486,720
911783,594,800
15964,512,640
659617,468,640
1886,480,640
669101,467,700
445572,639,565
413096,468,640
533073,480,576
63677,417,640
86602,516,640
117468,640,531
174623,435,640
467712,457,640
343240,640,480
460341,473,640
65855,450,640
932988,800,629
22776,629,480
409727,640,578
349296,428,640
825872,428,640
886574,538,800
624298,640,640
357179,427,640
603314,427,640
522876,428,640
156457,640,628
812988,636,640
516447,455,500
830185,576,720
440115,511,640
497523,640,429
824516,720,576
270670,487,312
836271,700,800
80318,434,640
303435,476,477
634682,720,548
12249,480,640
563879,410,720
414238,414,640
494499,620,640
240409,480,640
246435,640,416
575531,418,640
710101,595,640
761507,484,720
577317,640,471
539279,427,640
682145,640,460
457595,640,427
399631,390,640
391357,426,640
939359,800,533
115151,460,640
935528,800,536
363869,427,640
8109,480,640
714417,567,640
434869,429,640
919074,536,800
268032,512,640
11375,310,470
479441,640,509
429922,640,594
149561,433,640
113579,395,640
353348,454,640
332241,480,640
787611,720,720
468193,640,426
572324,465,640
233327,640,528
240585,621,449
20870,639,523
33175,367,550
412019,640,438
405434,640,640
491086,640,394
734507,478,640
431635,640,640
871297,515,800
256685,297,370
881625,632,700
855914,599,800
503045,479,720
176554,600,582
433627,437,640
597371,640,640
125074,403,554
801727,523,640
940020,800,800
931705,536,800
28607,568,401
689767,640,512
295597,640,474
145647,560,560
301778,640,640
32644,480,640
418923,552,620
262984,640,640
8717,640,480
734401,360,504
741377,607,640
781828,335,640
571999,468,640
916587,762,739
941496,533,800
343536,388,640
771616,720,467
416976,425,640
159307,463,640
733870,720,562
259646,640,483
657938,422,640
579792,469,640
254283,424,640
38727,640,516
711827,427,640
677563,427,640
808908,426,640
486027,446,640
304080,465,640
627361,475,640
579204,720,372
181561,498,640
26417,470,640
312957,640,450
551589,586,640
366111,498,640
275286,427,640
564229,557,720
720295,427,640
10323,620,480
862021,656,800
821447,637,435
136188,640,452
805009,525,640
146456,395,600
496440,480,320
211760,569,640
940969,800,532
574126,639,570
837299,502,750
323958,640,440
63453,578,640
726447,480,720
930694,600,400
276215,480,640
14996,550,411
695105,480,640
207073,494,640
286276,432,640
108101,480,640
576306,433,640
782922,431,640
909849,600,792
97334,504,640
679631,640,640
669805,419,640
705396,720,480
910740,613,800
533442,447,640
635925,520,720
18230,640,480
904166,800,549
517891,640,426
534571,640,427
120153,640,640
790747,640,476
360886,427,640
191490,513,639
194732,360,480
849899,800,540
104712,640,640
7119,480,640
427674,397,600
771505,453,720
388994,500,667
276005,427,640
233039,640,508
702199,640,451
172606,480,640
709060,427,640
906486,502,771
501426,464,640
8625,480,640
744613,432,640
769473,501,720
938065,532,800
221269,634,480
776429,720,478
578854,640,479
712206,425,640
486032,640,492
386799,408,639
3796,427,640
280263,512,640
694390,613,444
14716,473,640
4616,480,640
335127,427,640
103102,640,512
276477,569,640
196271,640,480
640850,673,720
538124,482,640
120819,480,640
86856,529,640
263064,427,640
536924,640,437
779211,466,640
52834,480,640
369280,601,640
22069,486,640
465575,640,512
172805,417,640
71683,482,640
93732,640,418
475428,512,640
724139,518,720
556532,640,508
337059,640,529
71954,320,640
475781,640,427
338007,426,640
439860,640,427
799357,480,720
880041,668,800
526115,640,426
46401,507,634
76026,640,462
640490,457,720
873770,571,800
430241,416,640
230356,600,600
342887,410,640
627915,375,640
138114,600,480
851520,600,800
621048,482,640
94835,480,640
665231,720,587
262122,513,640
18264,506,640
488852,405,595
608711,640,427
857554,531,800
937370,800,547
131299,640,480
946661,386,800
647451,515,720
755924,720,527
12843,637,518
867649,700,368
286984,437,640
133635,640,514
480216,458,640
887741,450,800
166810,640,493
847358,750,600
619445,430,640
934219,617,800
809514,720,672
210629,640,480
144644,466,621
304162,426,640
304210,450,640
68266,430,640
228289,594,640
676413,443,640
175984,427,640
383157,640,447
335554,640,518
234465,407,600
713646,425,640
116580,422,582
185933,505,640
41283,432,640
754762,530,707
62957,427,640
474960,375,500
516434,446,635
575216,640,594
707320,640,613
759985,427,640
757169,332,500
365674,522,640
504466,720,482
803639,720,479
9941,453,640
263239,640,640
273519,640,629
103547,360,640
422006,458,640
323886,344,640
113550,436,640
507312,448,640
760218,460,640
303074,640,640
277128,426,640
501536,402,574
662427,479,720
693328,457,640
282980,427,640
302451,640,640
454638,514,640
121929,427,640
215201,427,640
293215,530,640
112028,427,640
837011,533,800
438983,640,480
3683,480,640
17135,500,480
38152,559,551
695643,720,720
815805,410,640
865566,600,800
20240,447,640
200570,624,468
331497,640,427
581714,640,637
953924,533,800
877734,553,775
856099,800,777
344330,600,520
134591,480,640
426768,306,640
672103,610,640
28611,461,640
39901,403,527
372445,319,640
440379,640,640
882271,640,800
17462,450,640
948652,521,800
761974,475,710
407524,318,300
790799,480,720
490031,427,640
488047,640,427
542830,368,640
152704,640,426
1407,640,480
705687,720,501
281597,640,439
782125,480,640
415164,543,630
592749,409,640
458693,720,632
855856,400,583
772164,480,720
714647,470,640
217838,343,640
768309,640,640
744201,720,480
17921,478,640
780492,587,540
305526,479,640
170610,513,640
15913,471,628
277966,426,640
151869,582,640
211838,486,640
289034,480,640
286272,424,594
951413,531,800
739711,482,720
36789,438,640
330343,540,600
797815,431,640
110028,480,640
220852,425,640
485465,640,640
832896,630,630
270559,640,494
488385,410,640
652380,542,640
7766,480,640
186860,478,535
172891,640,427
374983,426,640
56746,536,443
364896,640,512
34258,300,400
21412,640,480
23427,480,600
224158,640,480
671246,519,720
307863,629,554
830792,511,720
878418,640,480
220988,640,635
340196,427,640
459529,640,427
900350,712,800
935186,534,800
841955,696,800
361596,356,475
114211,457,640
287641,640,427
263536,640,640
289746,640,480
680289,455,640
889420,800,540
377460,437,640
663324,481,720
460137,319,640
912130,533,800
384041,459,640
808943,431,720
131166,482,640
115041,472,600
434941,427,640
582567,543,640
492106,640,640
923435,434,800
196367,480,640
115235,640,480
701156,314,720
115159,460,575
243100,640,543
760920,501,720
34016,480,640
801959,720,664
175603,480,640
387126,640,480
739815,480,720
720144,640,545
526672,640,640
733813,576,720
248369,640,512
567760,435,640
29808,600,511
398266,480,640
674233,640,465
716829,640,427
147504,640,473
188047,640,595
813385,640,532
301689,439,640
848832,800,532
756336,570,720
33501,492,369
54668,502,640
937299,800,600
824603,550,640
309758,472,630
401023,492,640
378888,630,420
443669,720,576
413154,356,640
665110,427,640
349584,640,425
725291,480,720
514272,620,418
13094,480,640
13425,459,640
140652,530,353
84917,480,640
246865,474,636
932828,606,800
334316,640,467
944558,533,800
12107,640,454
522776,640,640
136547,640,432
539745,509,640
790188,570,640
780511,640,562
47529,480,640
623626,640,502
892446,700,800
835082,566,720
180489,640,427
546173,640,426
124654,640,427
275261,449,640
775294,442,640
408534,242,640
570690,640,590
707600,526,700
364733,640,640
470922,594,640
923904,530,800
432808,611,615
444826,469,589
600389,640,539
372157,640,526
114237,640,640
719120,634,720
677639,427,640
768813,680,453
215067,635,443
482787,640,476
196379,534,640
350244,600,531
790652,460,640
155409,505,640
932903,644,800
442876,304,640
711345,720,480
38125,450,640
332297,640,398
350362,347,640
859361,531,800
894797,533,800
774079,425,640
272565,640,425
775539,432,720
948049,533,800
538547,640,427
645837,479,720
103165,427,640
190254,480,640
810592,492,720
734447,714,720
31624,478,640
858297,800,606
946874,549,800
731490,720,534
750347,477,720
5898,480,640
575456,435,640
641387,376,500
618211,480,640
921543,533,800
337678,500,640
26627,640,348
354557,640,490
876126,516,641
313069,449,640
4139,480,640
649327,487,720
289315,600,400
783910,720,576
222054,640,480
251614,505,640
339454,444,640
692087,427,640
523051,640,422
802513,720,583
74073,500,329
847303,608,769
538058,512,640
920364,533,800
295371,637,640
751285,428,640
520844,640,480
836266,536,800
124295,428,640
110440,640,427
474521,640,444
124030,640,586
32592,640,345
764635,500,334
260129,375,640
590654,515,640
878209,800,523
811206,453,612
88127,410,640
843088,464,800
191414,429,632
229578,470,600
802871,444,700
361851,640,445
696656,480,640
612991,500,498
459893,427,640
173868,435,640
884311,533,800
9656,400,600
538280,640,426
747736,429,640
139356,494,640
34832,640,438
578167,427,640
401101,571,640
272578,640,566
499458,362,720
615625,640,640
284146,427,640
132318,548,640
306469,406,640
612883,427,640
422991,380,640
906676,525,800
574041,371,640
251699,634,640
728957,369,640
682391,640,439
840767,500,750
174778,610,640
764614,640,496
755941,720,629
647732,640,458
422359,640,640
913700,533,800
382968,640,455
292206,427,640
857562,554,800
641905,720,483
262383,454,640
573786,480,640
134720,500,640
351272,407,640
764123,640,435
936776,800,533
483909,600,364
952080,533,800
701772,485,640
603903,600,414
946349,530,800
26312,512,640
105139,391,616
26952,480,640
403361,479,720
478854,427,640
334192,640,452
518852,464,640
130263,640,288
731155,464,640
590348,434,640
50347,481,640
80253,433,640
585983,427,640
605986,640,446
720071,427,640
926972,800,725
927418,533,800
114029,480,640
126891,336,448
831402,375,500
571946,640,521
101933,485,640
609657,395,640
164973,640,444
767798,470,715
67481,640,449
633792,624,468
674589,324,619
171043,480,640
55647,480,640
578672,640,480
339542,480,640
911268,510,800
941501,538,800
297884,408,640
745573,406,720
700598,548,720
742392,523,720
413233,443,640
25211,640,458
836494,800,786
2325,480,640
431087,640,427
422287,533,640
631294,424,640
625526,459,640
793860,513,640
52123,520,640
232876,427,640
575368,500,369
729168,480,640
314597,622,472
519121,640,426
273936,427,640
770595,626,720
938199,579,800
701808,640,427
530709,345,640
877875,533,800
711540,640,640
89260,233,445
408214,640,427
298576,494,640
246218,298,640
915742,800,614
676272,452,604
603857,490,640
528761,399,640
563252,460,631
79389,600,512
996,640,480
453855,480,640
693736,373,720
848369,800,533
70906,427,640
890166,466,800
420596,430,640
623138,542,640
413305,549,640
942719,533,800
675968,433,640
346508,423,640
873814,526,800
411137,512,640
829636,427,640
820923,480,720
276426,427,640
872536,800,654
24507,640,522
930757,531,800
693089,720,613
423907,447,640
171259,480,640
413037,597,427
779663,640,480
844730,800,598
756216,440,660
692007,492,720
10378,453,640
116491,489,640
11317,640,537
317813,695,720
445363,505,720
316308,421,640
473947,414,640
13639,342,640
500561,640,640
814410,720,453
317432,640,512
369770,560,640
665099,374,640
816905,554,640
346468,640,557
919182,636,800
836165,753,500
682597,590,393
852522,644,800
74684,405,640
144267,440,640
285101,422,622
730466,640,382
248979,640,480
17689,383,550
531334,544,640
13242,480,640
940655,534,800
283013,427,640
784608,306,720
857482,569,720
30800,398,543
627200,640,504
767169,550,700
584569,640,459
798112,424,640
10618,640,490
676640,482,720
663037,640,427
518632,640,430
510274,480,640
639213,720,586
440601,427,640
633402,457,640
940259,738,755
327570,600,400
154692,638,480
271798,429,640
656557,427,640
584481,512,640
357437,425,640
771127,576,720
625592,428,640
811132,479,640
818703,480,640
657360,531,680
426022,427,640
871301,698,800
427598,640,427
802358,429,640
322541,407,640
177447,429,640
820055,466,640
125851,427,640
133024,640,427
808672,514,720
129688,545,640
695634,463,640
361537,640,516
887586,800,800
803992,426,640
387873,710,710
956991,746,800
691005,720,480
323177,640,480
437789,480,715
819590,553,720
46249,481,634
535894,480,640
946961,468,700
598529,547,640
86449,512,640
420505,640,427
223338,451,640
262310,471,640
40091,439,640
767068,580,720
460384,640,470
232837,404,640
163945,452,640
707178,428,640
507,480,640
413330,625,500
722399,639,433
794561,540,720
584253,481,640
24997,486,640
12363,440,640
818672,640,480
803485,640,509
65826,640,421
897145,800,774
666378,479,720
83262,427,640
689005,600,400
97783,479,640
274100,640,424
605042,640,531
94743,512,640
9605,640,480
841915,652,800
415242,339,640
343882,640,419
5026,480,640
885595,549,723
113753,480,640
411562,633,450
85760,620,465
444786,640,433
767229,580,720
546857,382,640
663847,616,620
415241,477,640
713769,430,620
570030,720,482
78642,640,581
171254,428,640
284507,399,600
137800,390,640
164040,375,500
605922,428,640
847396,600,800
347432,480,640
637538,482,720
749632,427,640
32347,441,640
437730,398,720
803487,463,720
208380,640,448
621376,480,640
734577,436,609
929471,469,800
333477,489,640
459427,410,640
27076,640,427
84381,400,600
308087,504,640
77060,512,640
81531,640,526
953726,533,800
197894,460,640
661223,616,640
224842,480,640
113203,188,250
147380,432,636
650670,506,640
862116,800,625
919906,798,534
316381,525,717
28358,480,640
772354,588,720
822939,640,592
277926,433,640
615486,399,600
955077,533,800
791835,437,700
599681,448,640
907849,578,799
819619,480,720
124615,365,640
596786,483,640
501399,454,638
497852,427,640
43872,434,565
250434,640,479
54319,480,640
378530,476,720
2815,640,480
725894,429,640
21126,640,480
705766,486,700
287618,472,640
446546,615,614
291580,511,640
97960,540,432
320835,640,427
544230,640,433
664246,478,720
241130,480,640
9076,480,640
172834,640,488
924030,469,700
625308,640,640
55623,476,630
135948,378,605
232658,427,640
576920,512,640
816008,488,635
518004,424,637
155820,383,528
787942,720,667
939158,800,571
830224,720,720
886331,541,800
721775,209,640
303998,640,391
805472,640,496
368656,512,640
953334,464,795
392899,427,640
886712,597,800
148910,480,640
805149,590,720
712731,720,537
649001,419,640
374122,640,515
537766,640,427
324637,433,640
136681,547,640
215311,394,592
477104,513,640
260153,640,480
693196,720,720
4978,480,640
100862,512,640
447996,640,429
635284,512,640
9379,600,640
123495,451,640
861353,562,742
125225,427,640
819232,525,640
423803,640,435
106328,427,640
564594,482,720
762726,433,640
335569,640,427
848794,612,800
268695,472,630
283710,412,640
16562,640,480
34533,301,400
800182,720,577
328027,640,284
352390,433,640
105062,640,512
947135,533,800
361546,503,640
326587,640,563
407228,555,640
771588,720,571
343784,427,640
720908,550,720
174357,469,640
369227,640,593
39521,375,500
384174,637,455
345894,640,484
80387,621,506
295621,512,640
340747,427,640
395417,427,640
940137,600,800
13798,640,481
422507,371,626
583314,444,640
775730,428,640
18365,433,615
13457,640,486
467658,281,640
24780,640,635
554637,547,640
54227,360,479
711210,720,666
379713,396,640
956590,800,538
278881,640,439
466016,444,640
140491,427,640
229850,640,449
127564,640,449
21212,442,640
762333,454,640
428747,640,429
693170,720,576
592759,427,640
322797,426,640
11279,364,600
245561,452,640
893464,533,800
2619,480,640
904140,800,733
751978,480,720
642610,498,640
373135,363,640
22156,480,360
898041,533,423
775415,720,478
256901,270,640
629553,549,720
197408,640,640
207149,640,640
659920,686,500
710459,640,490
269800,640,376
18409,480,640
903693,493,800
699581,720,576
832944,427,640
446100,468,640
795656,463,640
144275,640,465
906189,531,800
260579,389,518
328249,426,640
609342,512,640
673950,640,414
350416,640,427
734707,589,459
861399,408,800
16930,640,388
640592,720,443
81114,480,640
865243,800,800
91009,433,640
94734,464,615
321457,630,640
11578,578,479
311569,438,640
643437,427,640
155133,480,640
429570,583,640
109042,480,640
577297,640,460
645504,480,720
674349,467,640
360211,545,640
438640,479,640
297954,640,430
156586,450,600
362477,506,640
612900,474,640
293558,616,430
854643,521,800
419394,321,480
771557,720,589
155255,427,640
275522,426,640
199018,397,640
58505,640,511
175911,640,422
529286,640,466
53535,640,640
662865,441,720
582402,640,512
841084,800,800
241954,480,640
163254,479,640
865554,536,800
888043,525,700
86103,625,409
135250,540,369
850324,533,800
667276,532,440
17749,353,640
70818,301,640
173450,512,640
808263,720,576
8907,480,640
754282,563,720
661718,720,553
904498,800,531
945954,588,800
193032,610,409
582999,460,640
609664,425,640
767427,480,720
241436,597,640
337447,640,436
627940,427,640
777595,714,710
773966,527,640
498017,480,640
872656,608,800
432743,407,600
653058,514,720
8154,640,480
928332,692,800
324854,635,480
226607,480,640
682909,428,640
163913,480,640
47537,398,600
656496,560,640
658648,640,427
120907,640,544
361791,640,640
447474,635,627
633997,439,640
117103,438,640
236740,485,640
694107,640,478
837839,700,467
570978,427,640
944224,532,800
778423,454,640
253103,476,635
797298,424,640
661656,640,640
627436,427,640
816132,427,640
244789,434,640
747218,454,640
8252,480,640
743778,504,700
98077,383,600
801077,720,482
126026,575,640
714057,364,640
300,480,640
559986,720,480
113462,480,640
948815,535,800
2204,480,640
406985,427,640
399472,427,640
54956,480,640
928109,720,480
426338,509,635
386594,518,640
936480,640,427
619379,640,427
254561,450,640
457881,379,640
43982,640,478
263260,449,640
843168,533,800
564108,318,720
32600,640,453
854763,532,800
819873,471,700
614979,407,640
755240,473,710
582390,446,640
529239,382,640
60163,484,640
740508,565,640
449164,436,640
239503,371,640
684420,360,630
268828,338,436
416922,600,407
911795,454,700
60946,430,640
72778,500,400
477254,524,640
60462,432,640
169914,640,480
134525,512,640
902635,800,533
12213,497,640
836879,800,577
540034,457,640
623771,543,640
482116,640,480
698298,720,519
63881,600,497
170658,426,640
656337,640,287
403873,512,640
123607,640,480
768840,720,516
416841,480,640
34098,550,436
121213,437,640
15730,480,640
471219,640,575
735741,358,720
323210,569,640
689639,463,630
403281,416,640
788492,653,720
761622,398,582
765423,720,620
766274,427,640
416955,469,640
92819,606,640
20457,314,640
57459,460,610
89308,620,459
385559,475,640
55134,510,640
124501,471,640
561276,480,640
561836,450,640
744918,420,581
251409,454,640
76031,431,640
513881,427,640
214515,640,369
255467,429,640
772590,640,471
243497,480,640
828420,640,425
73626,482,640
296866,640,480
65498,640,414
437417,640,609
49910,449,640
254225,640,456
268112,436,640
633171,408,640
94673,447,640
305891,640,512
557690,480,720
369560,413,636
141817,436,640
903593,800,670
506062,640,405
771161,720,640
205420,426,640
526178,480,640
36995,630,424
36470,480,640
834579,576,800
791844,616,720
164836,427,640
116294,534,400
18816,450,600
560464,640,426
454883,545,616
46644,600,366
694975,301,640
700604,720,480
451573,640,479
277940,403,636
936004,536,800
472307,259,640
288611,349,640
726956,549,549
21477,433,640
381153,558,640
824273,480,720
139760,415,640
25967,600,396
325245,472,640
713174,516,720
785868,720,480
490910,640,427
242691,323,640
388259,512,720
946412,415,620
786715,720,484
131041,480,640
411922,640,481
780552,640,429
442001,537,640
806399,541,720
103255,430,640
33568,640,503
776760,551,720
108604,501,640
337776,640,430
397277,518,640
68159,365,640
416027,480,640
481586,640,480
232992,491,640
660529,720,480
96488,472,640
727087,426,640
135171,455,600
536109,640,583
694306,640,446
617397,443,640
3214,480,640
513920,427,640
289351,640,428
27683,612,640
220702,426,640
305718,640,492
769829,640,640
523796,615,640
849591,585,800
15794,632,640
911383,546,720
956944,593,800
340771,486,640
936450,800,600
365849,640,427
343144,640,604
361608,607,640
115320,448,640
433449,408,640
146560,427,640
100812,640,480
115453,498,640
693169,640,465
544258,640,517
885150,800,572
732632,640,425
117086,427,640
265857,429,584
315881,530,640
388043,426,640
822465,384,576
669529,427,640
124972,512,640
833658,685,800
465046,480,640
2378,480,640
53727,537,630
319622,501,640
949445,800,800
716867,501,634
140923,480,640
19684,469,640
806988,640,536
491101,640,425
856225,800,531
505619,569,720
12661,480,640
727703,553,720
309569,534,640
370693,640,380
38871,640,415
658958,640,395
875049,720,477
780130,640,487
952116,533,800
699121,489,640
491158,512,640
689170,487,640
118757,380,550
755970,700,467
916262,800,519
368437,640,640
569944,427,640
825267,401,639
616769,640,430
62112,617,634
309075,426,640
6473,640,480
552797,484,640
668804,500,720
907696,800,533
360624,480,564
13556,480,640
91028,640,416
708745,720,483
859161,800,532
655098,441,640
639646,426,640
187480,610,560
287528,392,640
616958,426,637
563450,640,492
362912,428,640
90219,479,640
853228,709,706
579491,640,426
296528,433,640
892740,800,542
954480,532,800
774164,640,480
148765,640,303
192143,402,640
245425,444,640
305725,465,640
938302,800,501
808274,480,720
673722,427,640
256710,640,503
3446,480,640
354638,640,417
13180,480,640
312071,575,406
767415,500,720
757495,720,463
11456,582,570
783555,452,701
830835,481,720
560384,555,630
804457,720,504
234870,271,640
60015,640,640
704775,384,576
803429,720,459
475955,427,640
110447,640,380
153381,480,640
262005,640,512
928252,533,800
246361,640,480
359952,423,605
363890,475,640
731881,543,720
538203,640,396
682719,640,640
927504,578,800
322466,465,635
477350,427,640
774037,427,640
675003,720,501
944245,600,800
465704,640,377
328215,464,640
836732,524,800
534410,640,457
273143,369,560
849531,527,800
744250,512,640
957800,720,663
362624,415,622
356939,480,640
719078,480,720
132451,480,640
538466,487,640
763712,640,427
188911,433,640
796930,427,640
365471,501,640
785591,512,720
331962,470,640
932288,800,542
74241,480,640
806172,720,576
152194,640,424
826148,477,640
681142,405,600
643027,304,635
460283,610,490
365303,480,640
533188,640,457
757551,483,720
173313,426,640
720733,446,720
687859,403,640
880337,800,598
94481,474,640
903188,597,800
499112,480,720
238360,640,427
825695,720,530
742728,720,646
912233,531,800
895519,750,750
39176,594,395
917482,748,600
303109,640,459
30586,479,640
761262,408,640
706375,720,658
230914,500,400
16700,417,640
394093,640,480
4913,640,480
417631,640,480
615216,640,428
888991,800,536
495365,638,490
893197,599,775
34271,640,427
766687,478,720
811980,640,427
717343,640,480
195281,442,510
314513,474,640
858949,524,800
603043,521,640
141296,580,446
502063,418,640
943328,667,800
653003,519,720
319937,425,640
287931,370,640
902143,577,800
935973,704,800
442478,425,640
11341,400,600
225931,423,630
161868,477,640
905395,800,533
237140,640,427
782483,493,450
142247,489,640
326771,427,640
891538,509,762
175257,431,640
484024,640,555
623664,334,500
224656,640,427
912013,600,800
9771,397,640
233001,640,606
19503,512,640
2236,480,640
368217,427,640
192616,193,257
420967,480,640
321602,379,640
757598,480,720
923159,800,571
862467,459,800
754986,625,720
487619,640,617
717732,453,640
938018,535,800
842827,600,800
561914,666,475
42137,349,640
235252,480,640
824619,430,640
948217,800,511
769499,640,450
285444,490,640
769110,720,515
712328,480,640
314686,427,640
695884,640,427
31124,294,640
108413,451,600
937598,527,800
175115,512,640
513274,579,640
180118,438,640
208543,630,420
300628,640,427
134606,480,640
265568,640,541
266037,423,640
449254,512,620
436496,480,720
669949,489,640
724419,446,540
124967,640,418
394982,456,640
278103,593,640
25207,427,640
392564,513,640
373727,480,368
354124,623,449
892345,640,640
658682,720,494
779416,550,720
666730,428,640
198660,616,635
846325,427,640
408914,640,639
869858,720,606
173175,499,640
141784,473,638
9627,497,640
781779,480,720
932175,531,800
385138,160,160
371611,428,640
827259,481,640
723735,563,720
684187,720,478
573595,720,576
738485,448,640
891353,714,800
911863,494,785
617477,427,640
320928,640,597
142107,629,453
669090,704,720
810184,507,640
309918,640,640
153172,440,640
824846,640,427
305810,426,640
733039,427,640
857563,523,800
622319,467,640
15850,615,445
825299,269,640
674142,720,608
32018,640,640
814483,454,640
115034,480,640
160459,460,640
235373,478,640
761431,720,503
257093,622,429
350301,427,640
884123,800,791
96327,427,640
97608,565,620
234565,640,428
60291,480,600
830344,513,700
262831,427,640
290211,457,640
446545,640,404
334492,380,354
825013,524,720
692687,720,581
670716,720,487
755486,720,655
792071,480,720
849497,559,700
107483,331,620
825652,720,480
350184,640,427
851212,800,572
909617,800,742
853931,800,505
20833,375,500
369988,466,596
261694,481,640
433726,483,640
479185,640,427
750349,400,600
939464,600,731
879286,800,645
906701,487,790
767707,626,720
22084,504,367
927183,533,800
234277,640,480
714959,700,700
336462,626,426
66024,400,600
640720,542,720
927492,746,800
12838,474,640
23178,640,427
723907,640,640
903971,800,531
661275,640,426
698380,481,720
457862,399,600
577160,490,640
154873,600,400
515629,576,640
161812,480,640
824638,426,640
931132,543,800
629754,720,720
581396,455,640
244539,382,620
603304,427,640
416129,340,640
54957,480,640
686753,640,481
892856,600,800
730537,494,640
682898,640,428
590727,640,537
939756,800,600
4015,427,640
510842,466,621
516018,545,640
569347,481,640
705217,720,482
505327,480,640
704292,480,640
175537,640,427
74205,533,639
447878,621,700
10710,640,480
314366,640,615
46022,406,640
779566,720,493
60269,473,630
778573,480,720
340098,496,639
847763,600,800
166336,459,640
628405,427,640
401994,462,640
876534,800,541
789421,620,554
800191,480,720
583231,640,428
853679,635,720
752577,640,462
123341,508,640
54488,500,640
6931,480,640
96478,640,480
416679,600,600
410877,441,640
387792,356,600
882129,600,800
662468,429,640
795407,505,720
37358,450,640
932992,800,533
97834,401,550
398996,432,640
839732,545,800
495884,640,564
571423,720,469
8886,480,640
368235,462,640
12231,640,470
291738,412,640
482188,640,336
591390,470,632
512891,453,640
825812,464,640
304563,492,640
836624,800,600
315587,474,640
107635,640,455
897489,608,800
112387,429,640
127490,600,500
194850,440,586
802297,421,720
95221,472,640
761173,720,703
391239,413,600
903388,727,800
84857,640,444
322950,465,640
16162,554,600
837660,515,800
663896,720,652
668624,457,640
106191,485,622
379739,540,720
13381,443,640
655476,720,720
883586,392,600
3043,480,640
450924,600,453
804879,576,720
93947,485,640
83355,480,640
833277,765,800
415450,424,640
357118,461,640
727000,540,720
873940,633,800
391667,385,640
776000,640,430
449651,640,427
175525,640,432
722552,665,680
676355,480,640
214805,480,640
147628,640,454
79580,413,630
356411,640,639
398399,480,720
415531,426,640
206561,640,512
67380,385,531
380710,423,640
405941,640,512
930624,427,640
477562,640,480
436826,458,640
894848,533,800
85677,374,560
366130,460,640
52125,457,640
